n_cargos,static_v2_cost,static_v2_time_ms,dynamic_v2_cost,dynamic_v2_time_ms
71,11257.782593523534,44.72870000608964,10357.522834316827,35.44730000430718
72,11539.727052137303,46.8607999937376,10304.699323723094,35.41919999406673
73,12012.171193603255,49.73480000626296,11126.135007482451,36.04930000437889
74,12016.79084909459,47.111399995628744,11189.92738170173,39.80770000634948
75,12095.573144217527,50.0229000026593,11366.905459128378,40.10009999910835
76,12537.11611443504,48.243099998217076,11541.743922053034,41.53420000511687
77,11722.492871640481,50.014000000373926,11707.893566014587,39.52659999777097
78,12764.90233460418,50.524999998742715,11944.992136247227,41.04959999676794
79,12807.870417308994,51.33200000273064,11550.655317051447,43.35799999535084
80,12819.220972572713,51.60900000191759,11619.729663190345,40.861000001314096
81,13041.508926417551,53.188400001090486,11800.43891231411,42.5286000026972
82,12947.0380043345,53.099099997780286,11087.641181486695,44.81379999924684
83,13427.113553292655,53.193500003544614,11787.928862430106,42.180299999017734
84,13294.83499562646,53.948399996443186,11862.374071407541,43.973299994831905
85,13645.125090349391,54.68259999906877,12276.079676042002,46.00919999938924
86,13616.816603590834,55.03770000359509,12919.372872755404,46.06820000481093
87,13432.174248964946,55.45650000567548,12170.8616535578,45.3648000038811
88,13601.586399831473,57.09529999876395,12476.70669390971,49.48240000521764
89,13735.684263686491,58.43209999875398,12505.8247043111,48.58570000214968
90,13681.911993643349,57.475699999486096,12651.76592847236,48.49079999985406
91,13987.868527707597,58.43340000137687,12687.854659745906,49.41379999945639
92,13914.137239449372,59.09669999527978,12704.473035189407,49.982999997155275
93,14202.020450034475,58.77180000243243,13417.134748900095,51.21389999840176
94,14112.135571898423,59.757999995781574,13324.712463835238,53.38850000407547
95,14578.796342831909,59.30939999961993,13130.91478741011,52.55590000160737
96,14818.717603360028,61.16940000356408,13924.277970468938,54.99850000342121
97,15384.190808585137,64.79669999680482,14057.595267061604,56.79000000236556
98,15110.955953395105,62.84550000418676,14238.582992701482,55.518599998322316
99,15327.373814183717,62.99399999988964,13822.106921099587,55.93080000107875
100,15582.336357763394,64.07370000670198,13896.251513760482,56.99040000035893
101,15663.946165845247,72.86010000098031,14456.92176927385,61.165500002971385
102,15420.412149151713,69.3388999934541,14313.668305018327,66.25440000061644
103,15827.110710733397,69.90179999411339,14547.123213764255,66.15369999781251
104,15849.95651677518,71.91900000179885,14481.798607670511,60.52789999375818
105,15822.957392241751,71.02799999847775,14611.00393729298,65.7502000030945
106,15554.23070768742,72.17470000614412,15190.013531826793,64.73520000145072
107,15897.620904869444,72.81630000215955,15302.00109364398,64.98200000351062
108,16607.725480282686,71.34680000308435,14881.321169699668,69.33819999539992
109,16865.361065825982,69.7712999972282,14774.21091263953,71.82019999891054
110,16791.178689085627,73.24859999789624,15336.265922616276,71.81120000313967
111,16874.611692188235,74.72470000357134,15450.804516857295,74.4981000025291
112,16799.323047815655,71.38470000063535,15369.9566657525,73.88050000008661
113,17179.70131171031,70.9456999975373,15465.472487296613,69.6384000038961
114,17003.340067394245,71.0148000071058,15755.885742370423,70.52959999418817
115,16990.406659497265,76.26530000561615,15831.47019030298,72.63029999739956
